remark	LineId	GroupId	Type	Name	MainG	MainD	MainP	MainN	GainG	GainD	GainP	GainN	Need1G	Need1D	Need1P	Need1N	Need2G	Need2D	Need2P	Need2N	Need3G	Need3D	Need3P	Need3N	Need4G	Need4D	Need4P	Need4N	Need5G	Need5D	Need5P	Need5N	NeedMoney	Desc1	Desc2	Desc3
JingLian	54		3	ChiÕn Hµi ¢m ChÕ ngò hµnh	0	154	9	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JHCS	55	1	1	¸o Choµng Ngò Hµnh Kim ChÕ	0	152	3	1	0	152	4	1	2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JHCS	56	1	1	¸o Choµng Ngò Hµnh Méc ChÕ	0	152	3	1	0	152	5	1	2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JHCS	57	1	1	¸o Choµng Ngò Hµnh Thñy ChÕ	0	152	3	1	0	152	6	1	2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JHCS	58	1	1	¸o Choµng Ngò Hµnh Háa ChÕ	0	152	3	1	0	152	7	1	2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JHCS	59	1	1	¸o Choµng Ngò Hµnh Thæ ChÕ	0	152	3	1	0	152	8	1	2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
JHCS	60	1	1	¸o Choµng Ngò Hµnh ¢m ChÕ	0	152	3	1	0	152	9	1	2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	61		2	Huy Ch­¬ng Tèng T­íng Qu©n	0	153	10	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	62		2	Huy Ch­¬ng Tèng Nguyªn So¸i	0	153	14	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	63		2	¸o Choµng Tèng T­íng Qu©n	0	152	10	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	64		2	¸o Choµng Tèng Nguyªn So¸i	0	152	14	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	65		2	ChiÕn Hµi Tèng T­íng Qu©n	0	154	10	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	66		2	ChiÕn Hµi Tèng Nguyªn So¸i	0	154	14	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	67		2	Huy Ch­¬ng Liªu T­íng Qu©n	0	153	18	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	68		2	Huy Ch­¬ng Liªu Nguyªn So¸i	0	153	22	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	69		2	¸o Choµng Liªu T­íng Qu©n	0	152	18	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	70		2	¸o Choµng Liªu Nguyªn So¸i	0	152	22	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	71		2	ChiÕn Hµi Liªu T­íng Qu©n	0	154	18	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	72		2	ChiÕn Hµi Liªu Nguyªn So¸i	0	154	22	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	73		2	Huy Ch­¬ng Tèng T­íng Qu©n	0	153	11	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	74		2	Huy Ch­¬ng Tèng Nguyªn So¸i	0	153	15	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	75		2	¸o Choµng Tèng T­íng Qu©n	0	152	11	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	76		2	¸o Choµng Tèng Nguyªn So¸i	0	152	15	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	77		2	ChiÕn Hµi Tèng T­íng Qu©n	0	154	11	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	78		2	ChiÕn Hµi Tèng Nguyªn So¸i	0	154	15	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	79		2	Huy Ch­¬ng Liªu T­íng Qu©n	0	153	19	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	80		2	Huy Ch­¬ng Liªu Nguyªn So¸i	0	153	23	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	81		2	¸o Choµng Liªu T­íng Qu©n	0	152	19	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	82		2	¸o Choµng Liªu Nguyªn So¸i	0	152	23	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	83		2	ChiÕn Hµi Liªu T­íng Qu©n	0	154	19	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	84		2	ChiÕn Hµi Liªu Nguyªn So¸i	0	154	23	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	85		2	Huy Ch­¬ng Tèng T­íng Qu©n	0	153	12	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	86		2	Huy Ch­¬ng Tèng Nguyªn So¸i	0	153	16	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	87		2	¸o Choµng Tèng T­íng Qu©n	0	152	12	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	88		2	¸o Choµng Tèng Nguyªn So¸i	0	152	16	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	89		2	ChiÕn Hµi Tèng T­íng Qu©n	0	154	12	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	90		2	ChiÕn Hµi Tèng Nguyªn So¸i	0	154	16	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	91		2	Huy Ch­¬ng Liªu T­íng Qu©n	0	153	20	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	92		2	Huy Ch­¬ng Liªu Nguyªn So¸i	0	153	24	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	93		2	¸o Choµng Liªu T­íng Qu©n	0	152	20	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	94		2	¸o Choµng Liªu Nguyªn So¸i	0	152	24	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	95		2	ChiÕn Hµi Liªu T­íng Qu©n	0	154	20	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	96		2	ChiÕn Hµi Liªu Nguyªn So¸i	0	154	24	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	97		2	Huy Ch­¬ng Tèng T­íng Qu©n	0	153	13	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	98		2	Huy Ch­¬ng Tèng Nguyªn So¸i	0	153	17	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	99		2	¸o Choµng Tèng T­íng Qu©n	0	152	13	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	100		2	¸o Choµng Tèng Nguyªn So¸i	0	152	17	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	101		2	ChiÕn Hµi Tèng T­íng Qu©n	0	154	13	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	102		2	ChiÕn Hµi Tèng Nguyªn So¸i	0	154	17	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	103		2	Huy Ch­¬ng Liªu T­íng Qu©n	0	153	21	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	104		2	Huy Ch­¬ng Liªu Nguyªn So¸i	0	153	25	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	105		2	¸o Choµng Liªu T­íng Qu©n	0	152	21	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
Chongzhu	106		2	¸o Choµng Liªu Nguyªn So¸i	0	152	25	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 		
