_remark	LineId	MainName	SubName	MainId	SubId
Sè lÇn më ¶i 3 PhÇn Thiªn L©m-Anh Hïng (MiÔn phÝ lËt thÎ)	316	TYT	FreeOpenCardState3-YX	18	48
Sè lÇn më ¶i 3 PhÇn Thiªn L©m-Anh Hïng (Thu phÝ lËt thÎ)	317	TYT	IBOpenCardState3-YX	18	49
Sè lÇn më ¶i 3 Th¸i NhÊt Th¸p-Anh Hïng (MiÔn phÝ lËt thÎ)	318	TYT	FreeOpenCardState6-YX	18	50
Sè lÇn më ¶i 3 Th¸i NhÊt Th¸p-Anh Hïng (Thu phÝ lËt thÎ)	319	TYT	IBOpenCardState6-YX	18	51
Sè l­îng sinh ra Kim Hæ Phï	320	QHT	Qht_JWHF_ItemCount	22	1
Sè l­îng më R­¬ng S¬ CÊp	321	QHT	Qht_Box1_OpenCount	22	2
Sè l­îng më R­¬ng Trung CÊp	322	QHT	Qht_Box2_OpenCount	22	3
Sè l­îng më R­¬ng Cao CÊp	323	QHT	Qht_Box3_OpenCount	22	4
Sè l­îng qu¸i xanh t¹o míi	324	QHT	Qht_CreatePt_NpcCount	22	5
Sè l­îng qu¸i xanh bÞ tiªu diÖt	325	QHT	Qht_KillPt_NpcCount	22	6
Sè l­îng BOSS TiÓu t¹o míi	326	QHT	Qht_CreateSb_NpcCount	22	7
Sè l­îng BOSS TiÓu bÞ tiªu diÖt	327	QHT	Qht_KillSb_NpcCount	22	8
Sè l­îng BOSS Trung t¹o míi	328	QHT	Qht_CreateMb_NpcCount	22	9
Sè l­îng BOSS Trung bÞ tiªu diÖt	329	QHT	Qht_KillMb_NpcCount	22	10
Sè l­îng BOSS §¹i t¹o míi	330	QHT	Qht_CreateBb_NpcCount	22	11
Sè l­îng BOSS §¹i bÞ tiªu diÖt	331	QHT	Qht_KillBb_NpcCount	22	12
Sè l­îng BOSS Hoµng Kim t¹o míi	332	QHT	Qht_CreateGb_NpcCount	22	13
Sè l­îng BOSS Hoµng Kim bÞ tiªu diÖt	333	QHT	Qht_KillGb_NpcCount	22	14
Sè lÇn boss thÕ giíi bÞ tiªu diÖt	334	WorldBoss	KillBossCount	23	1
Sè lÇn më R­¬ng Nhá	335	WorldBoss	OpenSmallBoxCount	23	2
Sè lÇn më R­¬ng Lín	336	WorldBoss	OpenBigBoxCount	23	3
Sè lÇn M¶nh MËt TÞch ghÐp thµnh MËt TÞch Tiªu Dao	337	MiJiCanYe	ComposeXiaoYaoCount	24	1
Sè lÇn M¶nh MËt TÞch ghÐp thµnh L¨ng Ba Vi Bé	338	MiJiCanYe	ComposeLingBoCount	24	2
Sè lÇn M¶nh MËt TÞch ghÐp thµnh S­ M«n Ch©n QuyÓn	339	MiJiCanYe	ComposeShiMenCount	24	3
Sè ng­êi tham gia Tr­îng KiÕm Thiªn Nhai	340	StateChess	StateChessJoinCount	25	1
Tæng sè vßng hoµn thµnh	341	StateChess	StateChessAllRound	25	2
Sè ng­êi vßng ®Çu tiªn	342	StateChess	StateChessFirstRound	25	3
Sè ng­êi hoµn thµnh 47 vßng	343	StateChess	StateChessWeeklyRound	25	4
Sè ng­êi reset vßng lÇn ®Çu	344	StateChess	StateChessAllReset	25	5
Tæng sè reset vßng	345	StateChess	StateChessTodayReset	25	6
Sè lÇn xuÊt hiÖn TiÖm Thuèc	346	StateChess	StateChessYiGuan	25	7
Sè lÇn tham gia TiÖm Thuèc	347	StateChess	StateChessJoinYiGuan	25	8
Sè lÇn xuÊt hiÖn TiÒn Trang	348	StateChess	StateChessQianZhuang	25	9
Sè lÇn tham gia TiÒn Trang	349	StateChess	StateChessJoinQianZhuang	25	10
Sè lÇn xuÊt hiÖn MiÕu ThÇn Tµi	350	StateChess	StateChessShengMiao	25	11
Sè lÇn tham gia MiÕu ThÇn Tµi	351	StateChess	StateChessJoinShengMiao	25	12
Sè lÇn xuÊt hiÖn ®iÓm sù kiÖn ngÉu nhiªn	352	StateChess	StateChessEvent	25	13
Sè lÇn tham gia ®iÓm sù kiÖn ngÉu nhiªn	353	StateChess	StateChessJoinEvent	25	14
Sè ng­êi m«n ph¸i tham gia  ¢n O¸n §µi	354	eyt_battle	EytRouteJoinCount	27	1
Sè ng­êi m«n ph¸i ®o¹t kú ¢n O¸n §µi	355	eyt_battle	EytRouteGetFlag	27	2
Sè lÇn më chiÕn tr­êng ¢n O¸n §µi thµnh c«ng	356	eyt_battle	OpenSucessCnt	27	3
Sè ng­êi khi kÕt thóc chiÕn tr­êng ¢n O¸n §µi	357	eyt_battle	EndPlayerCnt	27	4
Sè lÇn më ThÝ LuyÖn Tø Linh b»ng tinh lùc	358	silling_battle	OpenCnt_JingLi|IB	26	1
Tæng sè ng­êi tham gia ThÝ LuyÖn Tø Linh	360	silling_battle	JoinPlayerCount	26	2
Sè lÇn v­ît qua ThÝ LuyÖn Tø Linh	361	silling_battle	PassCnt	26	3
ThÝ LuyÖn Tø Linh tiªu hao sè l­îng Thiªn Kiªu LÖnh	362	silling_battle	IBConsume	26	4
Sè lÇn xung kÝch Gi¸ng Linh ThuËt cÊp X	363	pet	BetJiangLingSuLvX	28	1
Tæng sè l­îng tiªu hao Gi¸ng Linh BÝ §iÓn	364	pet	ConsumeJiangLingMiDianCnt	28	2
Sè lÇn luyÖn yªu	365	pet	ComposeCnt_Ext=Level	28	3
